wavelength,counts
725.45,898.77
725.78,943.24
726.12,917.49
726.45,945.58
726.78,954.94
727.11,1006.43
727.45,1032.18
727.78,957.28
728.11,933.87
728.44,940.90
728.78,961.96
729.11,940.90
729.44,957.28
729.77,917.49
730.11,910.47
730.44,915.15
730.77,943.24
731.10,968.98
731.43,947.92
731.77,968.98
732.10,980.68
732.43,898.77
732.76,940.90
733.09,901.11
733.43,873.02
733.76,929.19
734.09,898.77
734.42,961.96
734.75,954.94
735.08,1022.81
735.42,954.94
735.75,950.26
736.08,922.17
736.41,961.96
736.74,840.25
737.07,931.53
737.40,896.43
737.73,983.03
738.07,947.92
738.40,936.21
738.73,891.74
739.06,910.47
739.39,994.73
739.72,870.68
740.05,861.32
740.38,933.87
740.71,877.70
741.04,919.83
741.38,912.81
741.71,959.62
742.04,950.26
742.37,917.49
742.70,870.68
743.03,901.11
743.36,870.68
743.69,954.94
744.02,870.68
744.35,898.77
744.68,938.55
745.01,964.30
745.34,933.87
745.67,908.13
746.00,938.55
746.33,868.34
746.66,873.02
746.99,929.19
747.32,933.87
747.65,1001.75
747.98,842.59
748.31,922.17
748.64,945.58
748.97,971.32
749.30,917.49
749.63,957.28
749.96,1004.09
750.29,877.70
750.62,882.38
750.95,880.04
751.28,901.11
751.60,938.55
751.93,971.32
752.26,919.83
752.59,940.90
752.92,912.81
753.25,903.45
753.58,933.87
753.91,968.98
754.24,940.90
754.57,877.70
754.90,926.85
755.22,905.79
755.55,940.90
755.88,926.85
756.21,971.32
756.54,922.17
756.87,910.47
757.20,922.17
757.52,915.15
757.85,929.19
758.18,889.40
758.51,954.94
758.84,940.90
759.17,926.85
759.49,980.68
759.82,938.55
760.15,891.74
760.48,978.34
760.81,926.85
761.14,983.03
761.46,954.94
761.79,880.04
762.12,908.13
762.45,912.81
762.77,898.77
763.10,999.41
763.43,929.19
763.76,938.55
764.09,943.24
764.41,926.85
764.74,929.19
765.07,994.73
765.39,945.58
765.72,961.96
766.05,980.68
766.38,917.49
766.70,940.90
767.03,866.00
767.36,884.72
767.69,917.49
768.01,954.94
768.34,931.53
768.67,940.90
768.99,940.90
769.32,947.92
769.65,947.92
769.97,943.24
770.30,933.87
770.63,973.66
770.95,943.24
771.28,931.53
771.61,910.47
771.93,894.08
772.26,973.66
772.59,968.98
772.91,936.21
773.24,922.17
773.57,933.87
773.89,973.66
774.22,973.66
774.54,926.85
774.87,908.13
775.20,945.58
775.52,891.74
775.85,875.36
776.17,936.21
776.50,926.85
776.83,910.47
777.15,840.25
777.48,915.15
777.80,966.64
778.13,837.91
778.45,910.47
778.78,936.21
779.10,910.47
779.43,908.13
779.76,954.94
780.08,947.92
780.41,959.62
780.73,917.49
781.06,919.83
781.38,912.81
781.71,924.51
782.03,917.49
782.36,931.53
782.68,903.45
783.01,898.77
783.33,950.26
783.66,940.90
783.98,898.77
784.31,957.28
784.63,1008.77
784.95,870.68
785.28,933.87
785.60,968.98
785.93,870.68
786.25,851.96
786.58,964.30
786.90,901.11
787.23,954.94
787.55,880.04
787.87,919.83
788.20,877.70
788.52,940.90
788.85,936.21
789.17,952.60
789.49,919.83
789.82,887.06
790.14,973.66
790.47,983.03
790.79,915.15
791.11,985.37
791.44,910.47
791.76,896.43
792.09,926.85
792.41,940.90
792.73,929.19
793.06,884.72
793.38,894.08
793.70,943.24
794.03,917.49
794.35,870.68
794.67,884.72
795.00,938.55
795.32,952.60
795.64,882.38
795.96,858.98
796.29,945.58
796.61,964.30
796.93,903.45
797.26,896.43
797.58,908.13
797.90,966.64
798.22,1008.77
798.55,931.53
798.87,912.81
799.19,903.45
799.52,954.94
799.84,943.24
800.16,908.13
800.48,922.17
800.80,898.77
801.13,924.51
801.45,973.66
801.77,882.38
802.09,908.13
802.42,903.45
802.74,973.66
803.06,924.51
803.38,929.19
803.70,903.45
804.03,922.17
804.35,936.21
804.67,936.21
804.99,936.21
805.31,894.08
805.63,980.68
805.96,894.08
806.28,922.17
806.60,931.53
806.92,868.34
807.24,959.62
807.56,898.77
807.88,968.98
808.21,903.45
808.53,933.87
808.85,978.34
809.17,943.24
809.49,903.45
809.81,943.24
810.13,938.55
810.45,971.32
810.77,901.11
811.10,961.96
811.42,931.53
811.74,940.90
812.06,976.00
812.38,915.15
812.70,945.58
813.02,915.15
813.34,875.36
813.66,936.21
813.98,868.34
814.30,931.53
814.62,938.55
814.94,891.74
815.26,882.38
815.58,936.21
815.90,901.11
816.22,896.43
816.54,931.53
816.86,901.11
817.18,947.92
817.50,910.47
817.82,936.21
818.14,912.81
818.46,898.77
818.78,943.24
819.10,990.05
819.42,896.43
819.74,861.32
820.06,933.87
820.38,985.37
820.70,947.92
821.02,983.03
821.34,915.15
821.66,896.43
821.98,924.51
822.29,954.94
822.61,931.53
822.93,917.49
823.25,971.32
823.57,922.17
823.89,901.11
824.21,917.49
824.53,940.90
824.85,840.25
825.17,945.58
825.48,912.81
825.80,980.68
826.12,887.06
826.44,931.53
826.76,943.24
827.08,947.92
827.40,943.24
827.71,959.62
828.03,924.51
828.35,931.53
828.67,908.13
828.99,924.51
829.30,901.11
829.62,943.24
829.94,896.43
830.26,917.49
830.58,924.51
830.89,957.28
831.21,924.51
831.53,924.51
831.85,854.30
832.17,903.45
832.48,908.13
832.80,952.60
833.12,931.53
833.44,917.49
833.75,882.38
834.07,926.85
834.39,917.49
834.71,947.92
835.02,931.53
835.34,938.55
835.66,976.00
835.97,940.90
836.29,880.04
836.61,950.26
836.93,887.06
837.24,950.26
837.56,933.87
837.88,945.58
838.19,971.32
838.51,929.19
838.83,868.34
839.14,947.92
839.46,929.19
839.78,922.17
840.09,905.79
840.41,931.53
840.73,905.79
841.04,947.92
841.36,908.13
841.67,931.53
841.99,1001.75
842.31,961.96
842.62,926.85
842.94,861.32
843.25,940.90
843.57,976.00
843.89,884.72
844.20,926.85
844.52,945.58
844.83,901.11
845.15,931.53
845.47,912.81
845.78,884.72
846.10,938.55
846.41,983.03
846.73,999.41
847.04,912.81
847.36,894.08
847.67,924.51
847.99,924.51
848.30,880.04
