wavelength,counts
481.47,3942.16
481.83,4110.45
482.19,4250.41
482.55,4270.78
482.91,4131.28
483.27,4074.17
483.63,3999.27
484.00,4012.15
484.36,4083.06
484.72,4338.42
485.08,4557.96
485.44,4984.87
485.80,5526.71
486.16,6057.54
486.52,6465.26
486.88,6547.18
487.24,6401.13
487.61,5911.26
487.97,5434.49
488.33,4979.49
488.69,4582.30
489.05,4321.10
489.41,4071.13
489.77,3865.86
490.13,3607.47
490.49,3438.95
490.85,3243.98
491.21,2995.89
491.57,2774.47
491.93,2516.08
492.29,2319.47
492.65,2092.44
493.01,1896.77
493.37,1754.70
493.73,1648.67
494.09,1504.96
494.45,1428.19
494.81,1319.13
495.17,1266.00
495.53,1206.31
495.89,1170.97
496.25,1126.97
496.61,1083.43
496.97,1042.24
497.33,1038.03
497.69,1006.90
498.05,980.68
498.41,958.68
498.77,948.62
499.13,942.30
499.49,895.25
499.85,882.38
500.21,910.00
500.57,873.02
500.93,888.94
501.29,887.77
501.65,843.53
502.01,844.47
502.37,833.46
502.72,847.04
503.08,851.02
503.44,810.06
503.80,829.02
504.16,820.12
504.52,805.38
504.88,797.19
505.24,803.04
505.60,786.89
505.96,784.78
506.31,780.57
506.67,783.14
507.03,778.46
507.39,772.61
507.75,761.61
508.11,773.31
508.47,775.65
508.83,741.72
509.18,772.38
509.54,756.46
509.90,752.95
510.26,756.93
510.62,744.76
510.98,745.46
511.33,743.35
511.69,746.16
512.05,759.74
512.41,749.21
512.77,744.06
513.12,736.80
513.48,749.44
513.84,737.50
514.20,733.99
514.56,742.18
514.91,739.14
515.27,740.78
515.63,730.25
515.99,737.03
516.35,738.91
516.70,749.21
517.06,730.95
517.42,737.03
517.78,736.33
518.13,711.76
518.49,743.35
518.85,735.63
519.21,724.16
519.56,739.38
519.92,744.06
520.28,716.67
520.64,740.31
520.99,722.76
521.35,732.82
521.71,722.76
522.07,732.12
522.42,756.46
522.78,740.31
523.14,731.18
523.49,761.14
523.85,718.08
524.21,720.42
524.56,719.71
524.92,723.23
525.28,723.46
525.64,736.10
525.99,726.27
526.35,732.12
526.71,713.40
527.06,723.46
527.42,734.46
527.78,747.10
528.13,737.74
528.49,738.44
528.84,720.89
529.20,719.48
529.56,734.46
529.91,723.93
530.27,732.82
530.63,724.63
530.98,744.52
531.34,715.74
531.69,730.48
532.05,742.65
532.41,740.08
532.76,721.12
533.12,742.42
533.47,720.65
533.83,713.16
534.19,708.48
534.54,748.27
534.90,742.89
535.25,751.08
535.61,741.25
535.97,743.12
536.32,720.18
536.68,727.44
537.03,734.23
537.39,740.31
537.74,740.08
538.10,739.84
538.45,755.76
538.81,728.37
539.16,747.10
539.52,747.33
539.88,730.72
540.23,753.42
540.59,757.63
540.94,757.63
541.30,770.74
541.65,760.21
542.01,751.31
542.36,767.23
